Sample Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Technology
06/23/2024,06/25/2024,North River,NR,35097.14,22900000.00,,649549,dPCR-SC2
06/23/2024,06/25/2024,Oakwood Beach,OB,25142.86,10800000.00,,243910,dPCR-SC2
06/23/2024,06/25/2024,Owls Head,OH,111862.86,41700000.00,,923524,dPCR-SC2
06/23/2024,06/25/2024,Port Richmond,PR,17040.00,6610000.00,,224516,dPCR-SC2
06/23/2024,06/25/2024,Red Hook,RH,90148.57,34400000.00,,257556,dPCR-SC2
06/23/2024,06/25/2024,Rockaway,RK,28651.43,18400000.00,,117991,dPCR-SC2
06/23/2024,06/25/2024,Tallman Island,TI,70377.14,36700000.00,,457817,dPCR-SC2
06/23/2024,06/25/2024,Wards Island,WI,76628.57,65000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
06/25/2024,06/27/2024,26th Ward,26W,98880.00,48200000.00,,318262,dPCR-SC2
06/25/2024,06/27/2024,Bowery Bay,BB,100297.14,38200000.00,,894311,dPCR-SC2
06/25/2024,06/27/2024,Coney Island,CI,113840.00,46600000.00,,647635,dPCR-SC2
06/25/2024,06/27/2024,Hunts Point,HP,136800.00,72900000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
06/25/2024,06/27/2024,Jamaica Bay,JA,158285.71,56200000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
06/25/2024,06/27/2024,Newtown Creek,NC,105245.71,59700000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
06/25/2024,06/27/2024,North River,NR,128114.29,79100000.00,,649549,dPCR-SC2
06/25/2024,06/27/2024,Oakwood Beach,OB,41748.57,16300000.00,,243910,dPCR-SC2
06/25/2024,06/27/2024,Owls Head,OH,64811.43,23100000.00,,923524,dPCR-SC2
06/25/2024,06/27/2024,Port Richmond,PR,52502.86,19500000.00,,224516,dPCR-SC2
06/25/2024,06/27/2024,Red Hook,RH,97280.00,35700000.00,,257556,dPCR-SC2
06/25/2024,06/27/2024,Rockaway,RK,95805.71,58400000.00,,117991,dPCR-SC2
06/25/2024,06/27/2024,Tallman Island,TI,178514.29,76800000.00,,457817,dPCR-SC2
06/25/2024,06/27/2024,Wards Island,WI,159771.43,92300000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
06/30/2024,07/02/2024,26th Ward,26W,121371.43,101000000.00,,318262,dPCR-SC2
06/30/2024,07/02/2024,Bowery Bay,BB,321485.71,154000000.00,,894311,dPCR-SC2
06/30/2024,07/02/2024,Coney Island,CI,22445.71,17200000.00,,647635,dPCR-SC2
06/30/2024,07/02/2024,Hunts Point,HP,121257.14,81600000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
06/30/2024,07/02/2024,Jamaica Bay,JA,104971.43,45400000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
06/30/2024,07/02/2024,Newtown Creek,NC,138857.14,95900000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
06/30/2024,07/02/2024,North River,NR,187542.86,125000000.00,,649549,dPCR-SC2
06/30/2024,07/02/2024,Oakwood Beach,OB,59360.00,32000000.00,,243910,dPCR-SC2
06/30/2024,07/02/2024,Owls Head,OH,178285.71,81100000.00,,923524,dPCR-SC2
06/30/2024,07/02/2024,Port Richmond,PR,85325.71,47500000.00,,224516,dPCR-SC2
06/30/2024,07/02/2024,Red Hook,RH,165942.86,90200000.00,,257556,dPCR-SC2
06/30/2024,07/02/2024,Rockaway,RK,34308.57,23100000.00,,117991,dPCR-SC2
06/30/2024,07/02/2024,Tallman Island,TI,184457.14,107000000.00,,457817,dPCR-SC2
06/30/2024,07/02/2024,Wards Island,WI,180228.57,126000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
07/02/2024,07/05/2024,26th Ward,26W,218857.14,104000000.00,,318262,dPCR-SC2
07/02/2024,07/05/2024,Bowery Bay,BB,296685.71,114000000.00,,894311,dPCR-SC2
07/02/2024,07/05/2024,Coney Island,CI,218857.14,113000000.00,,647635,dPCR-SC2
07/02/2024,07/05/2024,Hunts Point,HP,266857.14,142000000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
07/02/2024,07/05/2024,Jamaica Bay,JA,312342.86,116000000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
07/02/2024,07/05/2024,Newtown Creek,NC,331200.00,180000000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
07/02/2024,07/05/2024,North River,NR,353828.57,204000000.00,,649549,dPCR-SC2
07/02/2024,07/05/2024,Oakwood Beach,OB,82525.71,32500000.00,,243910,dPCR-SC2
07/02/2024,07/05/2024,Owls Head,OH,206057.14,70100000.00,,923524,dPCR-SC2
07/02/2024,07/05/2024,Port Richmond,PR,80388.57,27100000.00,,224516,dPCR-SC2
07/02/2024,07/05/2024,Red Hook,RH,176114.29,62100000.00,,257556,dPCR-SC2
07/02/2024,07/05/2024,Rockaway,RK,93188.57,53800000.00,,117991,dPCR-SC2
07/02/2024,07/05/2024,Tallman Island,TI,231542.86,115000000.00,,457817,dPCR-SC2
07/02/2024,07/05/2024,Wards Island,WI,315885.71,190000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
07/07/2024,07/09/2024,26th Ward,26W,137485.71,72000000.00,,318262,dPCR-SC2
07/07/2024,07/09/2024,Bowery Bay,BB,70845.71,29100000.00,,894311,dPCR-SC2
07/07/2024,07/09/2024,Coney Island,CI,41920.00,19400000.00,,647635,dPCR-SC2
07/07/2024,07/09/2024,Hunts Point,HP,146742.86,96600000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
07/07/2024,07/09/2024,Jamaica Bay,JA,165371.43,63000000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
07/07/2024,07/09/2024,Newtown Creek,NC,374971.43,201000000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
07/07/2024,07/09/2024,North River,NR,278857.14,177000000.00,,649549,dPCR-SC2
07/07/2024,07/09/2024,Oakwood Beach,OB,172685.71,89000000.00,,243910,dPCR-SC2
07/07/2024,07/09/2024,Owls Head,OH,165600.00,57000000.00,,923524,dPCR-SC2
07/07/2024,07/09/2024,Port Richmond,PR,49794.29,18500000.00,,224516,dPCR-SC2
07/07/2024,07/09/2024,Red Hook,RH,183771.43,67500000.00,,257556,dPCR-SC2
07/07/2024,07/09/2024,Rockaway,RK,168342.86,103000000.00,,117991,dPCR-SC2
07/07/2024,07/09/2024,Tallman Island,TI,212571.43,102000000.00,,457817,dPCR-SC2
07/07/2024,07/09/2024,Wards Island,WI,272914.29,224000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
07/09/2024,07/11/2024,26th Ward,26W,144342.86,73800000.00,,318262,dPCR-SC2
07/09/2024,07/11/2024,Bowery Bay,BB,292114.29,115000000.00,,894311,dPCR-SC2
07/09/2024,07/11/2024,Coney Island,CI,49897.14,22700000.00,,647635,dPCR-SC2
07/09/2024,07/11/2024,Hunts Point,HP,289371.43,181000000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
07/09/2024,07/11/2024,Jamaica Bay,JA,161142.86,60600000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
07/09/2024,07/11/2024,Newtown Creek,NC,209942.86,125000000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
07/09/2024,07/11/2024,North River,NR,155200.00,106000000.00,,649549,dPCR-SC2
07/09/2024,07/11/2024,Oakwood Beach,OB,296228.57,140000000.00,,243910,dPCR-SC2
07/09/2024,07/11/2024,Owls Head,OH,397142.86,137000000.00,,923524,dPCR-SC2
07/09/2024,07/11/2024,Port Richmond,PR,50571.43,18800000.00,,224516,dPCR-SC2
07/09/2024,07/11/2024,Red Hook,RH,156000.00,57300000.00,,257556,dPCR-SC2
07/09/2024,07/11/2024,Rockaway,RK,237600.00,145000000.00,,117991,dPCR-SC2
07/09/2024,07/11/2024,Tallman Island,TI,66685.71,29800000.00,,457817,dPCR-SC2
07/09/2024,07/11/2024,Wards Island,WI,226628.57,178000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
07/14/2024,07/16/2024,26th Ward,26W,212800.00,114000000.00,,318262,dPCR-SC2
07/14/2024,07/16/2024,Bowery Bay,BB,413942.86,177000000.00,,894311,dPCR-SC2
07/14/2024,07/16/2024,Coney Island,CI,37611.43,18700000.00,,647635,dPCR-SC2
07/14/2024,07/16/2024,Hunts Point,HP,185485.71,121000000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
07/14/2024,07/16/2024,Jamaica Bay,JA,279771.43,108000000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
07/14/2024,07/16/2024,Newtown Creek,NC,215200.00,120000000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
07/14/2024,07/16/2024,North River,NR,148228.57,98500000.00,,649549,dPCR-SC2
07/14/2024,07/16/2024,Oakwood Beach,OB,163314.29,77300000.00,,243910,dPCR-SC2
07/14/2024,07/16/2024,Owls Head,OH,66960.00,28500000.00,,923524,dPCR-SC2
07/14/2024,07/16/2024,Port Richmond,PR,70217.14,45000000.00,,224516,dPCR-SC2
07/14/2024,07/16/2024,Red Hook,RH,791542.86,302000000.00,,257556,dPCR-SC2
07/14/2024,07/16/2024,Rockaway,RK,537142.86,345000000.00,,117991,dPCR-SC2
07/14/2024,07/16/2024,Tallman Island,TI,173257.14,88800000.00,,457817,dPCR-SC2
07/14/2024,07/16/2024,Wards Island,WI,164685.71,133000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
07/16/2024,07/18/2024,26th Ward,26W,170857.14,95500000.00,,318262,dPCR-SC2
07/16/2024,07/18/2024,Bowery Bay,BB,167085.71,68600000.00,,894311,dPCR-SC2
07/16/2024,07/18/2024,Coney Island,CI,264914.29,121000000.00,,647635,dPCR-SC2
07/16/2024,07/18/2024,Hunts Point,HP,111782.86,79000000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
07/16/2024,07/18/2024,Jamaica Bay,JA,329028.57,124000000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
07/16/2024,07/18/2024,Newtown Creek,NC,99440.00,59800000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
07/16/2024,07/18/2024,North River,NR,271657.14,195000000.00,,649549,dPCR-SC2
07/16/2024,07/18/2024,Oakwood Beach,OB,453942.86,203000000.00,,243910,dPCR-SC2
07/16/2024,07/18/2024,Owls Head,OH,172685.71,66500000.00,,923524,dPCR-SC2
07/16/2024,07/18/2024,Port Richmond,PR,49062.86,23200000.00,,224516,dPCR-SC2
07/16/2024,07/18/2024,Red Hook,RH,9451.43,3610000.00,,257556,dPCR-SC2
07/16/2024,07/18/2024,Rockaway,RK,81760.00,49800000.00,,117991,dPCR-SC2
07/16/2024,07/18/2024,Tallman Island,TI,128800.00,71400000.00,,457817,dPCR-SC2
07/16/2024,07/18/2024,Wards Island,WI,164571.43,138000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
07/21/2024,07/23/2024,26th Ward,26W,73931.43,42200000.00,,318262,dPCR-SC2
07/21/2024,07/23/2024,Bowery Bay,BB,173942.86,69900000.00,,894311,dPCR-SC2
07/21/2024,07/23/2024,Coney Island,CI,203885.71,97700000.00,,647635,dPCR-SC2
07/21/2024,07/23/2024,Hunts Point,HP,175771.43,109000000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
07/21/2024,07/23/2024,Jamaica Bay,JA,113062.86,43100000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
07/21/2024,07/23/2024,Newtown Creek,NC,226971.43,125000000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
07/21/2024,07/23/2024,North River,NR,969600.00,588000000.00,,649549,dPCR-SC2
07/21/2024,07/23/2024,Oakwood Beach,OB,213142.86,92300000.00,,243910,dPCR-SC2
07/21/2024,07/23/2024,Owls Head,OH,181257.14,65400000.00,,923524,dPCR-SC2
07/21/2024,07/23/2024,Port Richmond,PR,106171.43,39400000.00,,224516,dPCR-SC2
07/21/2024,07/23/2024,Red Hook,RH,291200.00,116000000.00,,257556,dPCR-SC2
07/21/2024,07/23/2024,Rockaway,RK,23074.29,14100000.00,,117991,dPCR-SC2
07/21/2024,07/23/2024,Tallman Island,TI,116000.00,60400000.00,,457817,dPCR-SC2
07/21/2024,07/23/2024,Wards Island,WI,218285.71,133000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
07/23/2024,07/25/2024,26th Ward,26W,171428.57,95800000.00,,318262,dPCR-SC2
07/23/2024,07/25/2024,Bowery Bay,BB,268800.00,139000000.00,,894311,dPCR-SC2
07/23/2024,07/25/2024,Coney Island,CI,103680.00,49700000.00,,647635,dPCR-SC2
07/23/2024,07/25/2024,Hunts Point,HP,209371.43,124000000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
07/23/2024,07/25/2024,Jamaica Bay,JA,133485.71,53600000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
07/23/2024,07/25/2024,Newtown Creek,NC,192914.29,123000000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
07/23/2024,07/25/2024,North River,NR,138285.71,93500000.00,,649549,dPCR-SC2
07/23/2024,07/25/2024,Oakwood Beach,OB,510971.43,221000000.00,,243910,dPCR-SC2
07/23/2024,07/25/2024,Owls Head,OH,108537.14,40000000.00,,923524,dPCR-SC2
07/23/2024,07/25/2024,Port Richmond,PR,75302.86,35500000.00,,224516,dPCR-SC2
07/23/2024,07/25/2024,Red Hook,RH,144914.29,68200000.00,,257556,dPCR-SC2
07/23/2024,07/25/2024,Rockaway,RK,187885.71,121000000.00,,117991,dPCR-SC2
07/23/2024,07/25/2024,Tallman Island,TI,176800.00,105000000.00,,457817,dPCR-SC2
07/23/2024,07/25/2024,Wards Island,WI,194857.14,129000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
07/28/2024,07/31/2024,26th Ward,26W,143657.14,73500000.00,,318262,dPCR-SC2
07/28/2024,07/31/2024,Bowery Bay,BB,144571.43,58700000.00,,894311,dPCR-SC2
07/28/2024,07/31/2024,Coney Island,CI,159200.00,77200000.00,,647635,dPCR-SC2
07/28/2024,07/31/2024,Hunts Point,HP,311542.86,175000000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
07/28/2024,07/31/2024,Jamaica Bay,JA,177714.29,71400000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
07/28/2024,07/31/2024,Newtown Creek,NC,162971.43,87900000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
07/28/2024,07/31/2024,North River,NR,218742.86,135000000.00,,649549,dPCR-SC2
07/28/2024,07/31/2024,Oakwood Beach,OB,223542.86,91600000.00,,243910,dPCR-SC2
07/28/2024,07/31/2024,Owls Head,OH,396228.57,148000000.00,,923524,dPCR-SC2
07/28/2024,07/31/2024,Port Richmond,PR,80514.29,28500000.00,,224516,dPCR-SC2
07/28/2024,07/31/2024,Red Hook,RH,269028.57,98900000.00,,257556,dPCR-SC2
07/28/2024,07/31/2024,Rockaway,RK,101211.43,64900000.00,,117991,dPCR-SC2
07/28/2024,07/31/2024,Tallman Island,TI,207771.43,92800000.00,,457817,dPCR-SC2
07/28/2024,07/31/2024,Wards Island,WI,120457.14,77700000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
07/30/2024,08/01/2024,26th Ward,26W,49348.57,24700000.00,,318262,dPCR-SC2
07/30/2024,08/01/2024,Bowery Bay,BB,306171.43,122000000.00,,894311,dPCR-SC2
07/30/2024,08/01/2024,Coney Island,CI,96548.57,46800000.00,,647635,dPCR-SC2
07/30/2024,08/01/2024,Hunts Point,HP,221600.00,121000000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
07/30/2024,08/01/2024,Jamaica Bay,JA,164114.29,61700000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
07/30/2024,08/01/2024,Newtown Creek,NC,248114.29,145000000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
07/30/2024,08/01/2024,North River,NR,185485.71,124000000.00,,649549,dPCR-SC2
07/30/2024,08/01/2024,Oakwood Beach,OB,280228.57,107000000.00,,243910,dPCR-SC2
07/30/2024,08/01/2024,Owls Head,OH,166971.43,58900000.00,,923524,dPCR-SC2
07/30/2024,08/01/2024,Port Richmond,PR,63257.14,22400000.00,,224516,dPCR-SC2
07/30/2024,08/01/2024,Red Hook,RH,190742.86,72900000.00,,257556,dPCR-SC2
07/30/2024,08/01/2024,Rockaway,RK,174742.86,112000000.00,,117991,dPCR-SC2
07/30/2024,08/01/2024,Tallman Island,TI,150742.86,72300000.00,,457817,dPCR-SC2
07/30/2024,08/01/2024,Wards Island,WI,154857.14,100000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
08/04/2024,08/06/2024,26th Ward,26W,79714.29,66400000.00,,318262,dPCR-SC2
08/04/2024,08/06/2024,Bowery Bay,BB,215542.86,125000000.00,,894311,dPCR-SC2
08/04/2024,08/06/2024,Coney Island,CI,8502.86,6710000.00,,647635,dPCR-SC2
08/04/2024,08/06/2024,Hunts Point,HP,228800.00,151000000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
08/04/2024,08/06/2024,Jamaica Bay,JA,121600.00,52600000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
08/04/2024,08/06/2024,Newtown Creek,NC,368457.14,269000000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
08/04/2024,08/06/2024,North River,NR,87200.00,66600000.00,,649549,dPCR-SC2
08/04/2024,08/06/2024,Oakwood Beach,OB,273942.86,124000000.00,,243910,dPCR-SC2
08/04/2024,08/06/2024,Owls Head,OH,105954.29,46500000.00,,923524,dPCR-SC2
08/04/2024,08/06/2024,Port Richmond,PR,24617.14,12900000.00,,224516,dPCR-SC2
08/04/2024,08/06/2024,Red Hook,RH,368800.00,201000000.00,,257556,dPCR-SC2
08/04/2024,08/06/2024,Rockaway,RK,104388.57,70300000.00,,117991,dPCR-SC2
08/04/2024,08/06/2024,Tallman Island,TI,159542.86,91000000.00,,457817,dPCR-SC2
08/04/2024,08/06/2024,Wards Island,WI,189028.57,148000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
08/06/2024,08/08/2024,26th Ward,26W,139657.14,159000000.00,,318262,dPCR-SC2
08/06/2024,08/08/2024,Bowery Bay,BB,223542.86,185000000.00,,894311,dPCR-SC2
08/06/2024,08/08/2024,Coney Island,CI,82262.86,67300000.00,,647635,dPCR-SC2
08/06/2024,08/08/2024,Hunts Point,HP,137028.57,162000000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
08/06/2024,08/08/2024,Jamaica Bay,JA,183314.29,104000000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
08/06/2024,08/08/2024,Newtown Creek,NC,224342.86,264000000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
08/06/2024,08/08/2024,North River,NR,63588.57,80800000.00,,649549,dPCR-SC2
08/06/2024,08/08/2024,Oakwood Beach,OB,187771.43,136000000.00,,243910,dPCR-SC2
08/06/2024,08/08/2024,Owls Head,OH,15280.00,8270000.00,,923524,dPCR-SC2
08/06/2024,08/08/2024,Port Richmond,PR,111577.14,99700000.00,,224516,dPCR-SC2
08/06/2024,08/08/2024,Red Hook,RH,201028.57,160000000.00,,257556,dPCR-SC2
08/06/2024,08/08/2024,Rockaway,RK,498285.71,352000000.00,,117991,dPCR-SC2
08/06/2024,08/08/2024,Tallman Island,TI,218285.71,193000000.00,,457817,dPCR-SC2
08/06/2024,08/08/2024,Wards Island,WI,121142.86,93000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
08/11/2024,08/13/2024,26th Ward,26W,77405.71,41400000.00,"Control failed on 08/13/24, reran on 08/15/24",318262,dPCR-SC2
08/11/2024,08/13/2024,Bowery Bay,BB,52457.14,21100000.00,"Control failed on 08/13/24, reran on 08/15/24",894311,dPCR-SC2
08/11/2024,08/13/2024,Coney Island,CI,41702.86,23400000.00,"Control failed on 08/13/24, reran on 08/15/24",647635,dPCR-SC2
08/11/2024,08/13/2024,Hunts Point,HP,187428.57,110000000.00,"Control failed on 08/13/24, reran on 08/15/24; This sample was analyzed in duplicate.",781885,dPCR-SC2
08/11/2024,08/13/2024,Jamaica Bay,JA,72400.00,27600000.00,"Control failed on 08/13/24, reran on 08/15/24; This sample was analyzed in duplicate.",735054,dPCR-SC2
08/11/2024,08/13/2024,Newtown Creek,NC,118400.00,62800000.00,"Control failed on 08/13/24, reran on 08/15/24; This sample was analyzed in duplicate.",1227810,dPCR-SC2
08/11/2024,08/13/2024,North River,NR,104777.14,62900000.00,"Control failed on 08/13/24, reran on 08/15/24",649549,dPCR-SC2
08/11/2024,08/13/2024,Oakwood Beach,OB,218971.43,101000000.00,"Control failed on 08/13/24, reran on 08/15/24",243910,dPCR-SC2
08/11/2024,08/13/2024,Owls Head,OH,102834.29,31200000.00,"Control failed on 08/13/24, reran on 08/15/24",923524,dPCR-SC2
08/11/2024,08/13/2024,Port Richmond,PR,79714.29,30900000.00,"Control failed on 08/13/24, reran on 08/15/24",224516,dPCR-SC2
08/11/2024,08/13/2024,Red Hook,RH,85908.57,30300000.00,"Control failed on 08/13/24, reran on 08/15/24",257556,dPCR-SC2
08/11/2024,08/13/2024,Rockaway,RK,54262.86,34800000.00,"Control failed on 08/13/24, reran on 08/15/24",117991,dPCR-SC2
08/11/2024,08/13/2024,Tallman Island,TI,111885.71,56400000.00,"Control failed on 08/13/24, reran on 08/15/24",457817,dPCR-SC2
08/11/2024,08/13/2024,Wards Island,WI,76994.29,50200000.00,"Control failed on 08/13/24, reran on 08/15/24; This sample was analyzed in duplicate.",1173448,dPCR-SC2
08/13/2024,08/15/2024,26th Ward,26W,68457.14,37500000.00,,318262,dPCR-SC2
08/13/2024,08/15/2024,Bowery Bay,BB,188800.00,72700000.00,,894311,dPCR-SC2
08/13/2024,08/15/2024,Coney Island,CI,84068.57,40300000.00,,647635,dPCR-SC2
08/13/2024,08/15/2024,Hunts Point,HP,72674.29,40500000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
08/13/2024,08/15/2024,Jamaica Bay,JA,77828.57,29300000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
08/13/2024,08/15/2024,Newtown Creek,NC,124685.71,68400000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
08/13/2024,08/15/2024,North River,NR,106731.43,65300000.00,,649549,dPCR-SC2
08/13/2024,08/15/2024,Oakwood Beach,OB,548228.57,252000000.00,,243910,dPCR-SC2
08/13/2024,08/15/2024,Owls Head,OH,144685.71,44500000.00,,923524,dPCR-SC2
08/13/2024,08/15/2024,Port Richmond,PR,60731.43,22500000.00,,224516,dPCR-SC2
08/13/2024,08/15/2024,Red Hook,RH,146171.43,53700000.00,,257556,dPCR-SC2
08/13/2024,08/15/2024,Rockaway,RK,39908.57,24300000.00,,117991,dPCR-SC2
08/13/2024,08/15/2024,Tallman Island,TI,92377.14,40500000.00,,457817,dPCR-SC2
08/13/2024,08/15/2024,Wards Island,WI,171314.29,111000000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
08/18/2024,08/20/2024,26th Ward,26W,32651.43,45000000.00,,318262,dPCR-SC2
08/18/2024,08/20/2024,Bowery Bay,BB,70228.57,71900000.00,,894311,dPCR-SC2
08/18/2024,08/20/2024,Coney Island,CI,21291.43,14100000.00,,647635,dPCR-SC2
08/18/2024,08/20/2024,Hunts Point,HP,15257.14,22800000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
08/18/2024,08/20/2024,Jamaica Bay,JA,14685.71,8850000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
08/18/2024,08/20/2024,Newtown Creek,NC,60285.71,75800000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
08/18/2024,08/20/2024,North River,NR,19725.71,23300000.00,,649549,dPCR-SC2
08/18/2024,08/20/2024,Oakwood Beach,OB,110742.86,60700000.00,,243910,dPCR-SC2
08/18/2024,08/20/2024,Owls Head,OH,19725.71,12300000.00,,923524,dPCR-SC2
08/18/2024,08/20/2024,Port Richmond,PR,15782.86,10600000.00,,224516,dPCR-SC2
08/18/2024,08/20/2024,Red Hook,RH,8811.43,8290000.00,,257556,dPCR-SC2
08/18/2024,08/20/2024,Rockaway,RK,26800.00,20600000.00,,117991,dPCR-SC2
08/18/2024,08/20/2024,Tallman Island,TI,7257.14,6480000.00,,457817,dPCR-SC2
08/18/2024,08/20/2024,Wards Island,WI,46845.71,53200000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
08/20/2024,08/22/2024,26th Ward,26W,52914.29,27700000.00,,318262,dPCR-SC2
08/20/2024,08/22/2024,Bowery Bay,BB,111005.71,50300000.00,,894311,dPCR-SC2
08/20/2024,08/22/2024,Coney Island,CI,30354.29,18500000.00,,647635,dPCR-SC2
08/20/2024,08/22/2024,Hunts Point,HP,54297.14,34700000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
08/20/2024,08/22/2024,Jamaica Bay,JA,28800.00,11300000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
08/20/2024,08/22/2024,Newtown Creek,NC,124914.29,69300000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
08/20/2024,08/22/2024,North River,NR,58068.57,35500000.00,,649549,dPCR-SC2
08/20/2024,08/22/2024,Oakwood Beach,OB,124000.00,56600000.00,,243910,dPCR-SC2
08/20/2024,08/22/2024,Owls Head,OH,36948.57,11800000.00,,923524,dPCR-SC2
08/20/2024,08/22/2024,Port Richmond,PR,29680.00,11000000.00,,224516,dPCR-SC2
08/20/2024,08/22/2024,Red Hook,RH,41634.29,15900000.00,,257556,dPCR-SC2
08/20/2024,08/22/2024,Rockaway,RK,20571.43,14500000.00,,117991,dPCR-SC2
08/20/2024,08/22/2024,Tallman Island,TI,50297.14,28300000.00,,457817,dPCR-SC2
08/20/2024,08/22/2024,Wards Island,WI,77600.00,51800000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
08/25/2024,08/27/2024,26th Ward,26W,55920.00,29300000.00,,318262,dPCR-SC2
08/25/2024,08/27/2024,Bowery Bay,BB,56445.71,22000000.00,,894311,dPCR-SC2
08/25/2024,08/27/2024,Coney Island,CI,29165.71,13800000.00,,647635,dPCR-SC2
08/25/2024,08/27/2024,Hunts Point,HP,45931.43,26200000.00,This sample was analyzed in duplicate.,781885,dPCR-SC2
08/25/2024,08/27/2024,Jamaica Bay,JA,58262.86,22200000.00,This sample was analyzed in duplicate.,735054,dPCR-SC2
08/25/2024,08/27/2024,Newtown Creek,NC,54925.71,28800000.00,This sample was analyzed in duplicate.,1227810,dPCR-SC2
08/25/2024,08/27/2024,North River,NR,42502.86,24000000.00,,649549,dPCR-SC2
08/25/2024,08/27/2024,Oakwood Beach,OB,169028.57,69000000.00,,243910,dPCR-SC2
08/25/2024,08/27/2024,Owls Head,OH,58080.00,18300000.00,,923524,dPCR-SC2
08/25/2024,08/27/2024,Port Richmond,PR,25268.57,8950000.00,,224516,dPCR-SC2
08/25/2024,08/27/2024,Red Hook,RH,49817.14,17600000.00,,257556,dPCR-SC2
08/25/2024,08/27/2024,Rockaway,RK,43062.86,27600000.00,,117991,dPCR-SC2
08/25/2024,08/27/2024,Tallman Island,TI,44822.86,20800000.00,,457817,dPCR-SC2
08/25/2024,08/27/2024,Wards Island,WI,75165.71,45100000.00,This sample was analyzed in duplicate.,1173448,dPCR-SC2
08/27/2024,08/29/2024,26th Ward,26W,34080.00,18200000.00,,318262,dPCR-SC2
08/27/2024,08/29/2024,Bowery Bay,BB,49931.43,19400000.00,,894311,dPCR-SC2
